If you want to save some money  don't go here.,0
My friend got the mushroom pizza which tasted better.,1
I had the cod with paella (spicy and very filling  I'm a big eater and could only eat half) while my boyfriend had the classic fish and chips (again  a big serving - at least 5 pieces of fish and a basketful of fries).,0
It's a shame that a nice  convenient place like the Pink Pony can be so ruined by lousy service.,0
This is the first time Citysearch did't call it right.,0
You should pass on the calamari.,0
The porcini mushroom pasta special was tasteless  so was the seafood tagliatelle.,0
Try the spicy wontons and the salt pepper shrimps.,1
THE FOOD PORTIONS ARE REALLY LARGE.,1
The fries are yummy.,1
Friendly and informative staff  very attentive and prompt raw bar service.,1
Best Taiwanese food in NY!,1
I have eaten at many pizza places around NYC and this is hands down the worst.,0
This place is a great stop for great food.,1
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,1
What for?,1
Fantastic!,1
they were dry and disgusting  i didn't even finish my first piece.,0
HIGHLY RECOMMENDED for a first date.,1
We laughed when he finally offered us a dessert menu and we left a 10 percent tip  which was generous  I feel.,0
And the prices were way to high for what you get.,0
But people from Sichuan will die for it)  - Chongqing Hot Pot  chongqing was the biggest city of Sichuan  now became an independent province.,1
Skip Baroanda down the street (Eurotrashy  snooty and expensive) and check this place out!,1
Skip this location and go to the one in Soho.,1
The staff ignored my friends and I the entire time we were there.,0
Yet paired with such rude service  would never recommend for anyone interested in carrying any kind of conversation while there.,0
I went to Areo on a Sunday afternoon with four of my girlfriends  and spent three enjoyable hours there.,1
The in-house lady DJ on Saturday nights has outrageously good taste in music  and moreover  takes requests.,1
I need at least three rolls to be full  and that's at least $14.00!,0
Anyone who ever dined at a thai restaurant is in for a huge disappointment.,0
All of it was simply amazing  unique and tasty and best of all it didn't break the bank.,1
Great wine list  reasonably priced.--Sara,1
The hot dogs were cold in the middle and the buns were stale.,0
While the food was excellent  it wasn't cheap (though not extremely expensive either).,1
Beef noodle soup is good as well.,1
I was so sad to read the bad reviews this place got!,0
Delivery service is great too.,1
The food's dazzling flavors overwhelm the palate  truly embracing the beauty of authentic Thai cuisine.,1
I recieved prompt service with a smile.,1
They pray to their Food Gods to make them into a good pizza like VT's.,0
The place was quiet and delightful.,1
Molto bene!,1
.the best I've found outside of the Chinatown masters.,1
They are amazing!,1
Avoid this place!,0
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,1
A must try!,1
As much as I like the food there  I can't bring myself to go back.,1
It looked like shredded cheese partly done - still in strips.,0
The prices and ambience are especially great considering it's in the West Village.,1
The soup is pretty good too.,1
It is so easy to get a reservation at a top place in NYC with a week's notice.,1
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,1
If you go to Roth's try to be served by Mike  he is GREAT!!,1
Based on a visit a month ago  I returned the week before Christmas and was hugely disappointed.,1
Went here on a friend's reccomendation.,1
not the food  not the ambiance   not the service  I agree with the previous reviews you wait and wait   the wait staff are very rude and when you get in they are looking to get you right out .,0
I love Ess-a-bagel  but I live on the west side  so I often go to Murray's for convenience.,1
I always get the Shabu-Shabu dinner and the beef is always fresh.,1
The pizza was delivered cold and the cheese wasn't even fully melted!,1
We were very surprised by how good the food was on our first visit here on a Sunday night.,1
Nha Trang  while being notorious for utter lack of comfort and decor  horribly slow wait staff and horribly quick meals  is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.,0
On the other hand  if you are not fooled easily  you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse  and food that will outshine in presentaion  taste  choice  quality and quantity.,0
We will definitely go back.,1
I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,1
Is just the way it was in days gone by.,1
If I could rate the people this place would be off the charts - unfortunately - the pizza  sorry - not the best in NYC.,0
The food is amazing!!!!,1
Having not been home in the last 2 years may skew this reviewer a bit  but the food was tasty and spicy sans the oil that comes floating along at similar venues.,1
The portions are now very small  the sauces are overly-ambitious usually inedible while the service is still good  the restaurant  due to its popularity  seems frantic.,1
For the price  you cannot eat this well in Manhattan.,1
The owner is very friendly and a great guy  go try his pizza  you'll like it!,1
The atmosphere is great!!!,1
It can be a very fun experience with a group  and kids (6 and over) would love it.,1
With so many good restaurants on the UWS  I don't need overpriced food  absurdly arrogant wait-staff who don't recognize they work at a glorified diner  clumsy service  and management that doesn't care.,0
I tend to judge a sushi restaurant by its sea urchin  which was heavenly at sushi rose.,1
The service is a little scatty at times but all is forgiven when the food arrives.,1
The bruscetta is a bit soggy  but the salads were fresh  included a nice mix of greens (not iceberg) all dishes are served piping hot from the kitchen.,1
And evaluated on those terms Pastis is simply wonderful.,1
The atmosphere isn't the greatest   but I suppose that's how they keep the prices down .,1
The pickles were great addition.,1
If your favorite Chinese food is General Tao chicken  then this is NOT your place.,0
You must try the shrimp appetizers.,1
Not only is the cuisine the best around  the service has always been attentive and charming.,1
Filled with suits  though  so you never really feel terribly comfortable.,0
The production is a symphony  alot of fun to experience.The food sublime for the most part.,1
Waiters tend to forget drinks completely  food portions are so tiny  two people have trouble sharing one entree.,0
my wife and i have been going to nyc for years and wouldn't miss roxy s food is expensive but it's new york!,1
It's like you are transported to the Italian countryside  very romantic and filled with antiques.,1
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,1
Just go and see for yourself.,1
The restaurant was packed at first  so we waited at the bar for about 20 minutes before we were seated.,1
Interesting selection  good wines  service fine  fun decor.,1
I hate this.,0
Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.,1
Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar  you will surely be transported to Northern Italy with one bite.,1
That place was awesome     sally !,1
The food at this place is 'gourmet' Indian cuisine.,1
Finally a reliable Chinese restaurant!,1
get over it!,1
But the thing that my wife and I hated was it was so loud and it felt like 'bar' or 'pub'.,0
However  it just so happens that there's an even more amazing place just down the street.,1
While there are plenty of places to go for a good corned beef sandwich  Katz's has a charm about it.,1
However  looking at the table next to ours  we both sort of wished we had ordered pizza  which looked PERRRRRRRRRFECT.,1
Priced at upper intermediate range.,0
The fish was adequate  but inexpertly sliced.,1
I recommend ordering in on a weeknight.,1
If you live in new york city  you'll find better food at small restaurants outside of time square and spend half the amount.,0
Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,1
While it's not Nobu  it sure is a great deal and you definitely will leave feeling satisfied and full.,1
So my husband made up an excuse so we can leave.,0
It's very spicy but not offensive.,1
they didn't disappoint  service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.,1
I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,1
The rice to fish ration was also good--they didn't try to overpack the rice.,1
They used shredded cheese on top!,1
They are located in the middle of Chinatown!,1
The food is great and they have a good selecion of wines at reasonable prices.,1
Eating at Ottimo is like eating in Chef Salvatore Esposito's home.,1
Katz's deli is a great NY experience.,1
Check it out.,1
The only positive was the wait staff  which was prompt  knowledgable  and likeable.,1
I couldn't reccommend their Godmother pizza any higher.,1
I am not a vegetarian but  almost all the dishes were great.,1
I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,1
i would go again if i didn't have to pay.,1
For the location  the prices are very reasonable.,1
The food is okay and the prices here are mediocre.,1
My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,0
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,0
I would like to return and try some of the other menu items when I don't have to rush off to a show.,1
We have been to this place many times  and always have great food  wine  and service.,1
Hopefully next time  I will save room for dessert.,1
Alain Ducasse is the best of everything  I mean everything was excelent.I,1
Not a typical pizza joint  but good for a low key and fairly cheap nice sit down dinner.,1
The corned beef was tender and melted in my mouth.,1
GO HERE.,1
The best Chicken pad tai  I've ever had.,1
We weren't even at our table for more than an hour total.,1
$20 for all you can eat sushi cannot be beaten.,1
It has been my first choice ever since I discovered it .,1
Over 100 different choices to create your own.,1
Haru serves very fresh fish  has a trendy  modern ambiance  prime location on Park Avenue South and friendly service.,1
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,1
Very romantic fires - I've literally spent hours at Lanterna  drinking wine from their extensive wine and enjoying the ambience.,1
We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,1
I almost wanted to write a bad review  so no one would ever go here and I could have all the dumplings to myself!,1
After reading the posts  I was always skeptical to go to The Minnow  despite living in Park Slope.,1
I loved it and will be back soon.,1
Always a nice crowd  but never loud.,1
My turkey burger was not cooked at all  my friends salmon was completely raw.,0
The service is spotty  sometimes really friendly and sometimes barely there.,1
Decor is minimalist and clean - nothing to distract or commend.,1
His drinks are very inventive  delicious and classy.,1
Great food  great prices  great service.,1
This isn't your corner Chinese food takeout.,1
Awsome Pizza especially the Margheritta slice.,1
This place  however  has a lot less pretension than Joya and the Thai food is still above-average.,1
My husband and I ate here after reading reviews here as well as hobokeni.com ,1
Try ordering from the regular menu  then you would not regret!,1
Told us to sit anywhere  and when we sat he said the table was reserved.,0
uni from maine vs california  sea vs freshwater eel) to get a good taste comparison.,1
We started with lox and mussels (the best ive ever had  ever) and had the cod and trout for dinner.,1
The crispy chicken wasn't for us  though.,0
JUST AWSOME.,1
Food is great.,1
There is a lot of variety even for people who eat vegetarian like me.,1
I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,1
This place is incredibly tiny.,0
I will definetely go back again and again  that's for sure!!!,1
I didn't complain  I liked the atmosphere so much.,1
This is one of our all-time favorite.,1
In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,0
The wine is always good  the tapas are always yummy  especially with the warm pita bread.,1
But when you are seated the waitresses are great  they explain everything on the menu  and the price of the food is really cheap for the service you get.,1
this place is amazingly bad.,0
Compared to other shabu restaurants around town  this places wins hands-down.,1
I've been to several places for Dim Sum and this has got to be the WORST.,1
I love this place.,1
The freshest  best variety  and the fastest delivery.,1
Go to Volare for 1st class service and terrific food.,1
It's super-trendy and there's always someone to take that empty seat  so it seems that customer service has been deemed not of the essence.,1
Dinner took almost 4 hours without any lag time.,0
The people in the restaurant were pretty obnoxious and loud.,0
The sandwiches are dry  tasteless and way overpriced.,0
The problem is just that-it is a sometimes kind of affair.,1
Price no more than a Jersey deli but way better.,1
The fried rice is really good too.,1
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.,1
Made my dining experience uncomfortable.,0
It's a steal!,1
We went to this restaurant based on prior internet comments.,1
still stay away  the table next to us walked out after my table and aanother were serves eventhough they were there much longer...,0
I was with a party of 7 (close but not next the the front doors) and we were eating with our coats on.,0
A very inviting restaurant  with friendly service.,1
THe back garden sitting area is very pleasant  where you can see their personal herb garden.,1
What's the difference between the two?,1
Will go back but only sate those homesick stomach cravings!,1
Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli  or Mexican food which is supplied by capable restaurants.,1
I was very disappointed with this restaurant.,0
The drinks are always welll made and wine selection is fairly priced.,1
We also had shared a house salad that was fresh.,1
The ceiling is amazing!,1
My wife and I were in NYC celebrating our 30th anniversary.,1
I'm glad I was introduced to this place and this is a rare gem in NY.,1
And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,0
Not a small feat for good french food in the area.,1
The space is a bit too small for live music  so on  jazz nights  it can be loud and cramped.,0
Food was average but tasty.,1
We come from New Jersey to eat at Kinoko.,1
Big Wong gets big Ups for a fine establishment.,1
Will never be back.,1
The entree was bland and small  dessert was not inspired.,0
I highly recommend it.,1
Oh and it's too tiny for families with strollers.,0
The staff was the friendliest that have seen in New York.,1
With the exception of our lemon salad that had so much pepper on it that our eyes started watering  the food here was decent  not great.,0
The Pad thai  lad nar and various other dishes all look good on paper but  I've had better thai food in less asthetically pleasing places.,0
Delicious food at a great price but do not go here on a cold day and sit by the front door.,1
my picks: Guizhou chicken  fish with hot bean source  fish fillet in spicy source (special menu).,1
Overall  I'm still impressed that the place even exists and the prices are quite decent but then again  its Chinatown.,1
Admittedly some nights inside the restaurant were rather warm  but the open kitchen is part of the charm.,1
My six year old loved it.,1
Pizza was a little soggy.,1
The food inludes famous scrumptious bombay style chaat such as bhelpuri  sevpuri and samosa chaats  as well as other great indian appetizers.,1
The Singapore Mai Fun had NO curry flavor whatsoever.,0
The only problem is that the manager is a complete incompetent.,0
The wine list is interesting and has many good values.,1
Murray won't do it.,0
I'm still mad that i had to pay for lousy food.,0
This restaurant used to be our regular Thursday night dinner location.,1
Definite go if you're used to good Indian restaurant food from abroad.,1
THR AT MOSHPHERE IS COMPACT  MODERN  YET COZY.,1
By far  the best pizza in Manhattan.,1
Decent Thai food in cute - though a bit dank - little Nolita hangout  BUT service terrible.,0
Most people eat there seem to be typical Upper East Side snobs  so be aware.,0
The waiter actually poured water on my hand and walked away.,0
The food is mostly made from scratch  fresh and well prepared.,1
Worse of all  $60 was erroneously added to our $80 bill.,0
Too cold to enjoy.,0
NO more reservations  expensive tips and annoying stuff.,1
Try the sea bass.,1
$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,1
I brought some buddies from CA and they loved it.,1
Inside is a little cramped  but to be expected.,1
Sushi wasn't anything spectacular for the price.,0
During our meal  the management came over and checked on us and even bought us a round of drinks.,1
But they don't have a toaster  which is strange.,0
So  for good food i'd recommend it  but not for a fun night out.,1
The menu choices are similar but the taste lacked more flavor than it looked.,1
A must for all the Dosa lovers.,1
The portions are HUGE  so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.,1
The appetizers are just OK and the main courses were decidedly subpar.,0
Someone else recommended the dessert - we also left that.,0
The exotic food is beautifully presented and is a delight in delicious combinations.,1
The staff is very attentive and we can almost always get a table.,1
If you are a vegetarian  this really isn't a good place to go.,0
Try the mediterranean salad  it is a true experience for your taste buds!!,1
I'm sure I'll return for a final judgement tho.,1
Of course  it is crowded but who cares.,1
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.,1
I've been there three times and have always had wonderful experiences.,1
People are always friendly.,1
